merchant_id,merchant_name,cuisine_type,city
GF-01000,Resto GrabMantap 999,Martabak,Depok
GF-01001,Resto GrabMantap 1000,Ayam Geprek,Makassar
GF-01002,Resto GrabMantap 1001,Beverages,Surabaya
GF-01003,Resto GrabMantap 1002,Martabak,Bandung
GF-01004,Resto GrabMantap 1003,Martabak,Tangerang
GF-01005,Resto GrabMantap 1004,Seafood,Tangerang
GF-01006,Resto GrabMantap 1005,Ayam Geprek,Bekasi
GF-01007,Resto GrabMantap 1006,Snacks,Surabaya
GF-01008,Resto GrabMantap 1007,Ayam Geprek,Surabaya
GF-01009,Resto GrabMantap 1008,Beverages,Medan
GF-01010,Resto GrabMantap 1009,Fast Food,Makassar
GF-01011,Resto GrabMantap 1010,Martabak,Medan
GF-01012,Resto GrabMantap 1011,Ayam Geprek,Bogor
GF-01013,Resto GrabMantap 1012,Beverages,Makassar
GF-01014,Resto GrabMantap 1013,Fast Food,Bandung
GF-01015,Resto GrabMantap 1014,Ayam Geprek,Bekasi
GF-01016,Resto GrabMantap 1015,Ayam Geprek,Bekasi
GF-01017,Resto GrabMantap 1016,Snacks,Surabaya
GF-01018,Resto GrabMantap 1017,Fast Food,Tangerang
GF-01019,Resto GrabMantap 1018,Seafood,Surabaya
GF-01020,Resto GrabMantap 1019,Fast Food,Bali
GF-01021,Resto GrabMantap 1020,Seafood,Depok
GF-01022,Resto GrabMantap 1021,Snacks,Surabaya
GF-01023,Resto GrabMantap 1022,Beverages,Bandung
GF-01024,Resto GrabMantap 1023,Ayam Geprek,Bali
GF-01025,Resto GrabMantap 1024,Beverages,Depok
GF-01026,Resto GrabMantap 1025,Beverages,Bandung
GF-01027,Resto GrabMantap 1026,Martabak,Bandung
GF-01028,Resto GrabMantap 1027,Martabak,Makassar
GF-01029,Resto GrabMantap 1028,Seafood,Makassar
GF-01030,Resto GrabMantap 1029,Seafood,Jakarta
GF-01031,Resto GrabMantap 1030,Seafood,Bogor
GF-01032,Resto GrabMantap 1031,Beverages,Tangerang
GF-01033,Resto GrabMantap 1032,Fast Food,Makassar
GF-01034,Resto GrabMantap 1033,Fast Food,Bandung
GF-01035,Resto GrabMantap 1034,Seafood,Tangerang
GF-01036,Resto GrabMantap 1035,Snacks,Bekasi
GF-01037,Resto GrabMantap 1036,Beverages,Bandung
GF-01038,Resto GrabMantap 1037,Ayam Geprek,Bekasi
GF-01039,Resto GrabMantap 1038,Martabak,Jakarta
GF-01040,Resto GrabMantap 1039,Ayam Geprek,Jakarta
GF-01041,Resto GrabMantap 1040,Fast Food,Medan
GF-01042,Resto GrabMantap 1041,Seafood,Makassar
GF-01043,Resto GrabMantap 1042,Snacks,Tangerang
GF-01044,Resto GrabMantap 1043,Beverages,Surabaya
GF-01045,Resto GrabMantap 1044,Seafood,Tangerang
GF-01046,Resto GrabMantap 1045,Snacks,Jakarta
GF-01047,Resto GrabMantap 1046,Fast Food,Medan
GF-01048,Resto GrabMantap 1047,Snacks,Jakarta
GF-01049,Resto GrabMantap 1048,Beverages,Bekasi
GF-01050,Resto GrabMantap 1049,Snacks,Bekasi
GF-01051,Resto GrabMantap 1050,Fast Food,Bekasi
GF-01052,Resto GrabMantap 1051,Beverages,Medan
GF-01053,Resto GrabMantap 1052,Snacks,Bogor
GF-01054,Resto GrabMantap 1053,Snacks,Surabaya
GF-01055,Resto GrabMantap 1054,Fast Food,Medan
GF-01056,Resto GrabMantap 1055,Fast Food,Bandung
GF-01057,Resto GrabMantap 1056,Martabak,Bandung
GF-01058,Resto GrabMantap 1057,Beverages,Medan
GF-01059,Resto GrabMantap 1058,Seafood,Depok
GF-01060,Resto GrabMantap 1059,Ayam Geprek,Bandung
GF-01061,Resto GrabMantap 1060,Snacks,Bekasi
GF-01062,Resto GrabMantap 1061,Beverages,Bali
GF-01063,Resto GrabMantap 1062,Beverages,Depok
GF-01064,Resto GrabMantap 1063,Martabak,Bekasi
GF-01065,Resto GrabMantap 1064,Martabak,Medan
GF-01066,Resto GrabMantap 1065,Snacks,Bekasi
GF-01067,Resto GrabMantap 1066,Snacks,Depok
GF-01068,Resto GrabMantap 1067,Snacks,Bali
GF-01069,Resto GrabMantap 1068,Beverages,Bali
GF-01070,Resto GrabMantap 1069,Seafood,Depok
GF-01071,Resto GrabMantap 1070,Fast Food,Makassar
GF-01072,Resto GrabMantap 1071,Fast Food,Jakarta
GF-01073,Resto GrabMantap 1072,Beverages,Tangerang
GF-01074,Resto GrabMantap 1073,Martabak,Bandung
GF-01075,Resto GrabMantap 1074,Ayam Geprek,Surabaya
GF-01076,Resto GrabMantap 1075,Beverages,Surabaya
GF-01077,Resto GrabMantap 1076,Seafood,Makassar
GF-01078,Resto GrabMantap 1077,Fast Food,Bogor
GF-01079,Resto GrabMantap 1078,Ayam Geprek,Depok
GF-01080,Resto GrabMantap 1079,Martabak,Bandung
GF-01081,Resto GrabMantap 1080,Fast Food,Bogor
GF-01082,Resto GrabMantap 1081,Snacks,Bekasi
GF-01083,Resto GrabMantap 1082,Ayam Geprek,Bandung
GF-01084,Resto GrabMantap 1083,Martabak,Jakarta
GF-01085,Resto GrabMantap 1084,Snacks,Bali
GF-01086,Resto GrabMantap 1085,Fast Food,Bandung
GF-01087,Resto GrabMantap 1086,Snacks,Medan
GF-01088,Resto GrabMantap 1087,Fast Food,Depok
GF-01089,Resto GrabMantap 1088,Seafood,Jakarta
GF-01090,Resto GrabMantap 1089,Ayam Geprek,Bali
GF-01091,Resto GrabMantap 1090,Snacks,Depok
GF-01092,Resto GrabMantap 1091,Snacks,Bogor
GF-01093,Resto GrabMantap 1092,Beverages,Bandung
GF-01094,Resto GrabMantap 1093,Ayam Geprek,Surabaya
GF-01095,Resto GrabMantap 1094,Snacks,Bali
GF-01096,Resto GrabMantap 1095,Seafood,Surabaya
GF-01097,Resto GrabMantap 1096,Beverages,Bekasi
GF-01098,Resto GrabMantap 1097,Fast Food,Depok
GF-01099,Resto GrabMantap 1098,Ayam Geprek,Bekasi
GF-01100,Resto GrabMantap 1099,Seafood,Tangerang
GF-01101,Resto GrabMantap 1100,Ayam Geprek,Bekasi
GF-01102,Resto GrabMantap 1101,Seafood,Surabaya
GF-01103,Resto GrabMantap 1102,Fast Food,Depok
GF-01104,Resto GrabMantap 1103,Fast Food,Bandung
GF-01105,Resto GrabMantap 1104,Seafood,Tangerang
GF-01106,Resto GrabMantap 1105,Beverages,Bogor
GF-01107,Resto GrabMantap 1106,Snacks,Bogor
GF-01108,Resto GrabMantap 1107,Fast Food,Surabaya
GF-01109,Resto GrabMantap 1108,Fast Food,Bali
GF-01110,Resto GrabMantap 1109,Martabak,Makassar
GF-01111,Resto GrabMantap 1110,Fast Food,Tangerang
GF-01112,Resto GrabMantap 1111,Martabak,Jakarta
GF-01113,Resto GrabMantap 1112,Ayam Geprek,Surabaya
GF-01114,Resto GrabMantap 1113,Ayam Geprek,Tangerang
GF-01115,Resto GrabMantap 1114,Fast Food,Bogor
GF-01116,Resto GrabMantap 1115,Seafood,Jakarta
GF-01117,Resto GrabMantap 1116,Martabak,Bekasi
GF-01118,Resto GrabMantap 1117,Ayam Geprek,Bogor
GF-01119,Resto GrabMantap 1118,Ayam Geprek,Jakarta
GF-01120,Resto GrabMantap 1119,Fast Food,Bogor
GF-01121,Resto GrabMantap 1120,Fast Food,Medan
GF-01122,Resto GrabMantap 1121,Martabak,Tangerang
GF-01123,Resto GrabMantap 1122,Fast Food,Depok
GF-01124,Resto GrabMantap 1123,Snacks,Makassar
GF-01125,Resto GrabMantap 1124,Ayam Geprek,Bogor
GF-01126,Resto GrabMantap 1125,Beverages,Depok
GF-01127,Resto GrabMantap 1126,Ayam Geprek,Tangerang
GF-01128,Resto GrabMantap 1127,Martabak,Medan
GF-01129,Resto GrabMantap 1128,Snacks,Medan
GF-01130,Resto GrabMantap 1129,Ayam Geprek,Bandung
GF-01131,Resto GrabMantap 1130,Snacks,Bandung
GF-01132,Resto GrabMantap 1131,Ayam Geprek,Bali
GF-01133,Resto GrabMantap 1132,Fast Food,Bekasi
GF-01134,Resto GrabMantap 1133,Seafood,Medan
GF-01135,Resto GrabMantap 1134,Snacks,Bekasi
GF-01136,Resto GrabMantap 1135,Snacks,Makassar
GF-01137,Resto GrabMantap 1136,Seafood,Bekasi
GF-01138,Resto GrabMantap 1137,Martabak,Surabaya
GF-01139,Resto GrabMantap 1138,Ayam Geprek,Tangerang
GF-01140,Resto GrabMantap 1139,Fast Food,Bandung
GF-01141,Resto GrabMantap 1140,Ayam Geprek,Surabaya
GF-01142,Resto GrabMantap 1141,Martabak,Bekasi
GF-01143,Resto GrabMantap 1142,Ayam Geprek,Surabaya
GF-01144,Resto GrabMantap 1143,Beverages,Bekasi
GF-01145,Resto GrabMantap 1144,Fast Food,Depok
GF-01146,Resto GrabMantap 1145,Fast Food,Bekasi
GF-01147,Resto GrabMantap 1146,Martabak,Makassar
GF-01148,Resto GrabMantap 1147,Fast Food,Surabaya
GF-01149,Resto GrabMantap 1148,Snacks,Bandung
GF-01150,Resto GrabMantap 1149,Fast Food,Surabaya
GF-01151,Resto GrabMantap 1150,Martabak,Jakarta
GF-01152,Resto GrabMantap 1151,Beverages,Bekasi
GF-01153,Resto GrabMantap 1152,Seafood,Bekasi
GF-01154,Resto GrabMantap 1153,Ayam Geprek,Depok
GF-01155,Resto GrabMantap 1154,Ayam Geprek,Depok
GF-01156,Resto GrabMantap 1155,Beverages,Bogor
GF-01157,Resto GrabMantap 1156,Martabak,Surabaya
GF-01158,Resto GrabMantap 1157,Snacks,Depok
GF-01159,Resto GrabMantap 1158,Beverages,Makassar
GF-01160,Resto GrabMantap 1159,Martabak,Depok
GF-01161,Resto GrabMantap 1160,Fast Food,Bogor
GF-01162,Resto GrabMantap 1161,Seafood,Tangerang
GF-01163,Resto GrabMantap 1162,Beverages,Bali
GF-01164,Resto GrabMantap 1163,Beverages,Surabaya
GF-01165,Resto GrabMantap 1164,Martabak,Surabaya
GF-01166,Resto GrabMantap 1165,Seafood,Depok
GF-01167,Resto GrabMantap 1166,Fast Food,Bandung
GF-01168,Resto GrabMantap 1167,Beverages,Bogor
GF-01169,Resto GrabMantap 1168,Martabak,Bogor
GF-01170,Resto GrabMantap 1169,Fast Food,Bali
GF-01171,Resto GrabMantap 1170,Seafood,Medan
GF-01172,Resto GrabMantap 1171,Snacks,Jakarta
GF-01173,Resto GrabMantap 1172,Beverages,Bandung
GF-01174,Resto GrabMantap 1173,Martabak,Jakarta
GF-01175,Resto GrabMantap 1174,Seafood,Tangerang
GF-01176,Resto GrabMantap 1175,Martabak,Medan
GF-01177,Resto GrabMantap 1176,Beverages,Makassar
GF-01178,Resto GrabMantap 1177,Fast Food,Jakarta
GF-01179,Resto GrabMantap 1178,Ayam Geprek,Medan
GF-01180,Resto GrabMantap 1179,Seafood,Tangerang
GF-01181,Resto GrabMantap 1180,Beverages,Tangerang
GF-01182,Resto GrabMantap 1181,Seafood,Makassar
GF-01183,Resto GrabMantap 1182,Fast Food,Bekasi
GF-01184,Resto GrabMantap 1183,Ayam Geprek,Makassar
GF-01185,Resto GrabMantap 1184,Ayam Geprek,Bali
GF-01186,Resto GrabMantap 1185,Seafood,Bali
GF-01187,Resto GrabMantap 1186,Seafood,Bekasi
GF-01188,Resto GrabMantap 1187,Snacks,Medan
GF-01189,Resto GrabMantap 1188,Beverages,Medan
GF-01190,Resto GrabMantap 1189,Martabak,Tangerang
GF-01191,Resto GrabMantap 1190,Seafood,Tangerang
GF-01192,Resto GrabMantap 1191,Ayam Geprek,Surabaya
GF-01193,Resto GrabMantap 1192,Ayam Geprek,Bekasi
GF-01194,Resto GrabMantap 1193,Martabak,Bogor
GF-01195,Resto GrabMantap 1194,Ayam Geprek,Bogor
GF-01196,Resto GrabMantap 1195,Fast Food,Bogor
GF-01197,Resto GrabMantap 1196,Seafood,Tangerang
GF-01198,Resto GrabMantap 1197,Snacks,Medan
GF-01199,Resto GrabMantap 1198,Seafood,Jakarta
GF-01200,Resto GrabMantap 1199,Martabak,Bekasi
GF-01201,Resto GrabMantap 1200,Fast Food,Tangerang
GF-01202,Resto GrabMantap 1201,Fast Food,Depok
GF-01203,Resto GrabMantap 1202,Beverages,Bali
GF-01204,Resto GrabMantap 1203,Beverages,Bandung
GF-01205,Resto GrabMantap 1204,Beverages,Makassar
GF-01206,Resto GrabMantap 1205,Seafood,Bekasi
GF-01207,Resto GrabMantap 1206,Seafood,Medan
GF-01208,Resto GrabMantap 1207,Seafood,Makassar
GF-01209,Resto GrabMantap 1208,Seafood,Jakarta
GF-01210,Resto GrabMantap 1209,Martabak,Jakarta
GF-01211,Resto GrabMantap 1210,Seafood,Depok
GF-01212,Resto GrabMantap 1211,Snacks,Jakarta
GF-01213,Resto GrabMantap 1212,Snacks,Bogor
GF-01214,Resto GrabMantap 1213,Beverages,Bali
GF-01215,Resto GrabMantap 1214,Beverages,Makassar
GF-01216,Resto GrabMantap 1215,Martabak,Tangerang
GF-01217,Resto GrabMantap 1216,Beverages,Surabaya
GF-01218,Resto GrabMantap 1217,Beverages,Tangerang
GF-01219,Resto GrabMantap 1218,Seafood,Bogor
GF-01220,Resto GrabMantap 1219,Martabak,Surabaya
GF-01221,Resto GrabMantap 1220,Snacks,Bogor
GF-01222,Resto GrabMantap 1221,Fast Food,Bali
GF-01223,Resto GrabMantap 1222,Fast Food,Depok
GF-01224,Resto GrabMantap 1223,Ayam Geprek,Bandung
GF-01225,Resto GrabMantap 1224,Ayam Geprek,Jakarta
GF-01226,Resto GrabMantap 1225,Snacks,Bali
GF-01227,Resto GrabMantap 1226,Martabak,Bekasi
GF-01228,Resto GrabMantap 1227,Fast Food,Tangerang
GF-01229,Resto GrabMantap 1228,Ayam Geprek,Tangerang
GF-01230,Resto GrabMantap 1229,Beverages,Bekasi
GF-01231,Resto GrabMantap 1230,Snacks,Bandung
GF-01232,Resto GrabMantap 1231,Snacks,Bogor
GF-01233,Resto GrabMantap 1232,Seafood,Depok
GF-01234,Resto GrabMantap 1233,Snacks,Bogor
GF-01235,Resto GrabMantap 1234,Ayam Geprek,Depok
GF-01236,Resto GrabMantap 1235,Snacks,Bandung
GF-01237,Resto GrabMantap 1236,Ayam Geprek,Bogor
GF-01238,Resto GrabMantap 1237,Fast Food,Bali
GF-01239,Resto GrabMantap 1238,Martabak,Bandung
GF-01240,Resto GrabMantap 1239,Seafood,Tangerang
GF-01241,Resto GrabMantap 1240,Snacks,Medan
GF-01242,Resto GrabMantap 1241,Fast Food,Bekasi
GF-01243,Resto GrabMantap 1242,Seafood,Tangerang
GF-01244,Resto GrabMantap 1243,Ayam Geprek,Surabaya
GF-01245,Resto GrabMantap 1244,Ayam Geprek,Makassar
GF-01246,Resto GrabMantap 1245,Ayam Geprek,Bandung
GF-01247,Resto GrabMantap 1246,Ayam Geprek,Bekasi
GF-01248,Resto GrabMantap 1247,Martabak,Medan
GF-01249,Resto GrabMantap 1248,Martabak,Bogor
GF-01250,Resto GrabMantap 1249,Ayam Geprek,Surabaya
GF-01251,Resto GrabMantap 1250,Seafood,Jakarta
GF-01252,Resto GrabMantap 1251,Seafood,Bogor
GF-01253,Resto GrabMantap 1252,Snacks,Makassar
GF-01254,Resto GrabMantap 1253,Martabak,Tangerang
GF-01255,Resto GrabMantap 1254,Martabak,Bali
GF-01256,Resto GrabMantap 1255,Snacks,Makassar
GF-01257,Resto GrabMantap 1256,Ayam Geprek,Bogor
GF-01258,Resto GrabMantap 1257,Ayam Geprek,Bekasi
GF-01259,Resto GrabMantap 1258,Snacks,Depok
GF-01260,Resto GrabMantap 1259,Seafood,Bogor
GF-01261,Resto GrabMantap 1260,Ayam Geprek,Bogor
GF-01262,Resto GrabMantap 1261,Seafood,Jakarta
GF-01263,Resto GrabMantap 1262,Seafood,Bali
GF-01264,Resto GrabMantap 1263,Fast Food,Medan
GF-01265,Resto GrabMantap 1264,Martabak,Bekasi
GF-01266,Resto GrabMantap 1265,Martabak,Tangerang
GF-01267,Resto GrabMantap 1266,Beverages,Tangerang
GF-01268,Resto GrabMantap 1267,Seafood,Makassar
GF-01269,Resto GrabMantap 1268,Fast Food,Bogor
GF-01270,Resto GrabMantap 1269,Martabak,Bandung
GF-01271,Resto GrabMantap 1270,Seafood,Makassar
GF-01272,Resto GrabMantap 1271,Beverages,Bekasi
GF-01273,Resto GrabMantap 1272,Seafood,Depok
GF-01274,Resto GrabMantap 1273,Fast Food,Bogor
GF-01275,Resto GrabMantap 1274,Fast Food,Tangerang
GF-01276,Resto GrabMantap 1275,Beverages,Bekasi
GF-01277,Resto GrabMantap 1276,Seafood,Tangerang
GF-01278,Resto GrabMantap 1277,Fast Food,Bekasi
GF-01279,Resto GrabMantap 1278,Fast Food,Jakarta
GF-01280,Resto GrabMantap 1279,Ayam Geprek,Tangerang
GF-01281,Resto GrabMantap 1280,Beverages,Bali
GF-01282,Resto GrabMantap 1281,Ayam Geprek,Bogor
GF-01283,Resto GrabMantap 1282,Seafood,Depok
GF-01284,Resto GrabMantap 1283,Ayam Geprek,Tangerang
GF-01285,Resto GrabMantap 1284,Seafood,Depok
GF-01286,Resto GrabMantap 1285,Martabak,Jakarta
GF-01287,Resto GrabMantap 1286,Fast Food,Bekasi
GF-01288,Resto GrabMantap 1287,Beverages,Surabaya
GF-01289,Resto GrabMantap 1288,Martabak,Tangerang
GF-01290,Resto GrabMantap 1289,Fast Food,Medan
GF-01291,Resto GrabMantap 1290,Seafood,Jakarta
GF-01292,Resto GrabMantap 1291,Fast Food,Bogor
GF-01293,Resto GrabMantap 1292,Seafood,Depok
GF-01294,Resto GrabMantap 1293,Martabak,Bali
GF-01295,Resto GrabMantap 1294,Beverages,Surabaya
GF-01296,Resto GrabMantap 1295,Ayam Geprek,Makassar
GF-01297,Resto GrabMantap 1296,Snacks,Bandung
GF-01298,Resto GrabMantap 1297,Fast Food,Bali
GF-01299,Resto GrabMantap 1298,Beverages,Tangerang
GF-01300,Resto GrabMantap 1299,Fast Food,Bandung
GF-01301,Resto GrabMantap 1300,Beverages,Bekasi
GF-01302,Resto GrabMantap 1301,Seafood,Bogor
GF-01303,Resto GrabMantap 1302,Fast Food,Medan
GF-01304,Resto GrabMantap 1303,Ayam Geprek,Jakarta
GF-01305,Resto GrabMantap 1304,Snacks,Bandung
GF-01306,Resto GrabMantap 1305,Fast Food,Bali
GF-01307,Resto GrabMantap 1306,Ayam Geprek,Medan
GF-01308,Resto GrabMantap 1307,Beverages,Bali
GF-01309,Resto GrabMantap 1308,Beverages,Bekasi
GF-01310,Resto GrabMantap 1309,Ayam Geprek,Medan
GF-01311,Resto GrabMantap 1310,Snacks,Surabaya
GF-01312,Resto GrabMantap 1311,Fast Food,Depok
GF-01313,Resto GrabMantap 1312,Ayam Geprek,Bogor
GF-01314,Resto GrabMantap 1313,Snacks,Medan
GF-01315,Resto GrabMantap 1314,Seafood,Surabaya
GF-01316,Resto GrabMantap 1315,Seafood,Bogor
GF-01317,Resto GrabMantap 1316,Martabak,Makassar
GF-01318,Resto GrabMantap 1317,Martabak,Bandung
GF-01319,Resto GrabMantap 1318,Snacks,Makassar
GF-01320,Resto GrabMantap 1319,Ayam Geprek,Bali
GF-01321,Resto GrabMantap 1320,Seafood,Tangerang
GF-01322,Resto GrabMantap 1321,Seafood,Bali
GF-01323,Resto GrabMantap 1322,Ayam Geprek,Bogor
GF-01324,Resto GrabMantap 1323,Fast Food,Bekasi
GF-01325,Resto GrabMantap 1324,Fast Food,Bandung
GF-01326,Resto GrabMantap 1325,Seafood,Bekasi
GF-01327,Resto GrabMantap 1326,Snacks,Depok
GF-01328,Resto GrabMantap 1327,Fast Food,Medan
GF-01329,Resto GrabMantap 1328,Snacks,Bandung
GF-01330,Resto GrabMantap 1329,Beverages,Medan
GF-01331,Resto GrabMantap 1330,Martabak,Jakarta
GF-01332,Resto GrabMantap 1331,Fast Food,Depok
GF-01333,Resto GrabMantap 1332,Beverages,Tangerang
GF-01334,Resto GrabMantap 1333,Beverages,Medan
GF-01335,Resto GrabMantap 1334,Fast Food,Surabaya
GF-01336,Resto GrabMantap 1335,Seafood,Jakarta
GF-01337,Resto GrabMantap 1336,Beverages,Makassar
GF-01338,Resto GrabMantap 1337,Snacks,Tangerang
GF-01339,Resto GrabMantap 1338,Snacks,Tangerang
GF-01340,Resto GrabMantap 1339,Ayam Geprek,Tangerang
GF-01341,Resto GrabMantap 1340,Snacks,Bogor
GF-01342,Resto GrabMantap 1341,Snacks,Medan
GF-01343,Resto GrabMantap 1342,Snacks,Jakarta
GF-01344,Resto GrabMantap 1343,Seafood,Depok
GF-01345,Resto GrabMantap 1344,Snacks,Jakarta
GF-01346,Resto GrabMantap 1345,Seafood,Bandung
GF-01347,Resto GrabMantap 1346,Ayam Geprek,Depok
GF-01348,Resto GrabMantap 1347,Seafood,Bandung
GF-01349,Resto GrabMantap 1348,Snacks,Bogor
GF-01350,Resto GrabMantap 1349,Seafood,Tangerang
GF-01351,Resto GrabMantap 1350,Fast Food,Bekasi
GF-01352,Resto GrabMantap 1351,Beverages,Bogor
GF-01353,Resto GrabMantap 1352,Beverages,Bekasi
GF-01354,Resto GrabMantap 1353,Fast Food,Bali
GF-01355,Resto GrabMantap 1354,Ayam Geprek,Bogor
GF-01356,Resto GrabMantap 1355,Fast Food,Surabaya
GF-01357,Resto GrabMantap 1356,Martabak,Bali
GF-01358,Resto GrabMantap 1357,Fast Food,Surabaya
GF-01359,Resto GrabMantap 1358,Ayam Geprek,Tangerang
GF-01360,Resto GrabMantap 1359,Martabak,Medan
GF-01361,Resto GrabMantap 1360,Ayam Geprek,Makassar
GF-01362,Resto GrabMantap 1361,Seafood,Surabaya
GF-01363,Resto GrabMantap 1362,Snacks,Tangerang
GF-01364,Resto GrabMantap 1363,Fast Food,Makassar
GF-01365,Resto GrabMantap 1364,Snacks,Makassar
GF-01366,Resto GrabMantap 1365,Ayam Geprek,Bali
GF-01367,Resto GrabMantap 1366,Seafood,Makassar
GF-01368,Resto GrabMantap 1367,Fast Food,Tangerang
GF-01369,Resto GrabMantap 1368,Beverages,Bogor
GF-01370,Resto GrabMantap 1369,Martabak,Bali
GF-01371,Resto GrabMantap 1370,Martabak,Tangerang
GF-01372,Resto GrabMantap 1371,Seafood,Bekasi
GF-01373,Resto GrabMantap 1372,Fast Food,Bogor
GF-01374,Resto GrabMantap 1373,Beverages,Bandung
GF-01375,Resto GrabMantap 1374,Ayam Geprek,Medan
GF-01376,Resto GrabMantap 1375,Martabak,Bali
GF-01377,Resto GrabMantap 1376,Seafood,Tangerang
GF-01378,Resto GrabMantap 1377,Fast Food,Bandung
GF-01379,Resto GrabMantap 1378,Beverages,Makassar
GF-01380,Resto GrabMantap 1379,Fast Food,Medan
GF-01381,Resto GrabMantap 1380,Snacks,Jakarta
GF-01382,Resto GrabMantap 1381,Ayam Geprek,Makassar
GF-01383,Resto GrabMantap 1382,Martabak,Jakarta
GF-01384,Resto GrabMantap 1383,Ayam Geprek,Jakarta
GF-01385,Resto GrabMantap 1384,Seafood,Tangerang
GF-01386,Resto GrabMantap 1385,Beverages,Makassar
GF-01387,Resto GrabMantap 1386,Martabak,Bekasi
GF-01388,Resto GrabMantap 1387,Ayam Geprek,Medan
GF-01389,Resto GrabMantap 1388,Snacks,Bekasi
GF-01390,Resto GrabMantap 1389,Fast Food,Makassar
GF-01391,Resto GrabMantap 1390,Snacks,Medan
GF-01392,Resto GrabMantap 1391,Beverages,Bandung
GF-01393,Resto GrabMantap 1392,Seafood,Bali
GF-01394,Resto GrabMantap 1393,Seafood,Bandung
GF-01395,Resto GrabMantap 1394,Martabak,Tangerang
GF-01396,Resto GrabMantap 1395,Seafood,Depok
GF-01397,Resto GrabMantap 1396,Snacks,Makassar
GF-01398,Resto GrabMantap 1397,Seafood,Tangerang
GF-01399,Resto GrabMantap 1398,Fast Food,Tangerang
GF-01400,Resto GrabMantap 1399,Ayam Geprek,Medan
GF-01401,Resto GrabMantap 1400,Seafood,Makassar
GF-01402,Resto GrabMantap 1401,Snacks,Bogor
GF-01403,Resto GrabMantap 1402,Martabak,Bandung
GF-01404,Resto GrabMantap 1403,Martabak,Depok
GF-01405,Resto GrabMantap 1404,Martabak,Medan
GF-01406,Resto GrabMantap 1405,Martabak,Makassar
GF-01407,Resto GrabMantap 1406,Snacks,Bogor
GF-01408,Resto GrabMantap 1407,Beverages,Tangerang
GF-01409,Resto GrabMantap 1408,Martabak,Tangerang
GF-01410,Resto GrabMantap 1409,Snacks,Bogor
GF-01411,Resto GrabMantap 1410,Martabak,Bali
GF-01412,Resto GrabMantap 1411,Ayam Geprek,Bandung
GF-01413,Resto GrabMantap 1412,Martabak,Bali
GF-01414,Resto GrabMantap 1413,Fast Food,Jakarta
GF-01415,Resto GrabMantap 1414,Snacks,Jakarta
GF-01416,Resto GrabMantap 1415,Seafood,Makassar
GF-01417,Resto GrabMantap 1416,Snacks,Depok
GF-01418,Resto GrabMantap 1417,Ayam Geprek,Makassar
GF-01419,Resto GrabMantap 1418,Martabak,Makassar
GF-01420,Resto GrabMantap 1419,Seafood,Bekasi
GF-01421,Resto GrabMantap 1420,Martabak,Makassar
GF-01422,Resto GrabMantap 1421,Snacks,Bogor
GF-01423,Resto GrabMantap 1422,Martabak,Bandung
GF-01424,Resto GrabMantap 1423,Seafood,Makassar
GF-01425,Resto GrabMantap 1424,Fast Food,Bali
GF-01426,Resto GrabMantap 1425,Seafood,Bekasi
GF-01427,Resto GrabMantap 1426,Ayam Geprek,Makassar
GF-01428,Resto GrabMantap 1427,Martabak,Bogor
GF-01429,Resto GrabMantap 1428,Beverages,Medan
GF-01430,Resto GrabMantap 1429,Martabak,Bogor
GF-01431,Resto GrabMantap 1430,Martabak,Medan
GF-01432,Resto GrabMantap 1431,Beverages,Bogor
GF-01433,Resto GrabMantap 1432,Martabak,Medan
GF-01434,Resto GrabMantap 1433,Snacks,Bekasi
GF-01435,Resto GrabMantap 1434,Martabak,Bogor
GF-01436,Resto GrabMantap 1435,Beverages,Makassar
GF-01437,Resto GrabMantap 1436,Fast Food,Medan
GF-01438,Resto GrabMantap 1437,Beverages,Bogor
GF-01439,Resto GrabMantap 1438,Seafood,Depok
GF-01440,Resto GrabMantap 1439,Martabak,Bandung
GF-01441,Resto GrabMantap 1440,Seafood,Bandung
GF-01442,Resto GrabMantap 1441,Martabak,Bogor
GF-01443,Resto GrabMantap 1442,Seafood,Bali
GF-01444,Resto GrabMantap 1443,Beverages,Depok
GF-01445,Resto GrabMantap 1444,Seafood,Medan
GF-01446,Resto GrabMantap 1445,Seafood,Medan
GF-01447,Resto GrabMantap 1446,Martabak,Surabaya
GF-01448,Resto GrabMantap 1447,Martabak,Jakarta
GF-01449,Resto GrabMantap 1448,Snacks,Surabaya
GF-01450,Resto GrabMantap 1449,Martabak,Makassar
GF-01451,Resto GrabMantap 1450,Seafood,Bogor
GF-01452,Resto GrabMantap 1451,Ayam Geprek,Surabaya
GF-01453,Resto GrabMantap 1452,Martabak,Bandung
GF-01454,Resto GrabMantap 1453,Beverages,Jakarta
GF-01455,Resto GrabMantap 1454,Snacks,Bandung
GF-01456,Resto GrabMantap 1455,Beverages,Surabaya
GF-01457,Resto GrabMantap 1456,Seafood,Jakarta
GF-01458,Resto GrabMantap 1457,Snacks,Surabaya
GF-01459,Resto GrabMantap 1458,Ayam Geprek,Surabaya
GF-01460,Resto GrabMantap 1459,Fast Food,Jakarta
GF-01461,Resto GrabMantap 1460,Martabak,Surabaya
GF-01462,Resto GrabMantap 1461,Beverages,Bandung
GF-01463,Resto GrabMantap 1462,Fast Food,Depok
GF-01464,Resto GrabMantap 1463,Fast Food,Depok
GF-01465,Resto GrabMantap 1464,Martabak,Bogor
