,merchant_id,merchant_name,cuisine_type,city
1313,GF-01314,Resto GrabMantap 1313,Snacks,Medan
1314,GF-01315,Resto GrabMantap 1314,Seafood,Surabaya
1315,GF-01316,Resto GrabMantap 1315,Seafood,Bogor
1316,GF-01317,Resto GrabMantap 1316,Martabak,Makassar
1317,GF-01318,Resto GrabMantap 1317,Martabak,Bandung
1318,GF-01319,Resto GrabMantap 1318,Snacks,Makassar
1319,GF-01320,Resto GrabMantap 1319,Ayam Geprek,Bali
1320,GF-01321,Resto GrabMantap 1320,Seafood,Tangerang
1321,GF-01322,Resto GrabMantap 1321,Seafood,Bali
1322,GF-01323,Resto GrabMantap 1322,Ayam Geprek,Bogor
1323,GF-01324,Resto GrabMantap 1323,Fast Food,Bekasi
1324,GF-01325,Resto GrabMantap 1324,Fast Food,Bandung
1325,GF-01326,Resto GrabMantap 1325,Seafood,Bekasi
1326,GF-01327,Resto GrabMantap 1326,Snacks,Depok
1327,GF-01328,Resto GrabMantap 1327,Fast Food,Medan
1328,GF-01329,Resto GrabMantap 1328,Snacks,Bandung
1329,GF-01330,Resto GrabMantap 1329,Beverages,Medan
1330,GF-01331,Resto GrabMantap 1330,Martabak,Jakarta
1331,GF-01332,Resto GrabMantap 1331,Fast Food,Depok
1332,GF-01333,Resto GrabMantap 1332,Beverages,Tangerang
1333,GF-01334,Resto GrabMantap 1333,Beverages,Medan
1334,GF-01335,Resto GrabMantap 1334,Fast Food,Surabaya
1335,GF-01336,Resto GrabMantap 1335,Seafood,Jakarta
1336,GF-01337,Resto GrabMantap 1336,Beverages,Makassar
1337,GF-01338,Resto GrabMantap 1337,Snacks,Tangerang
1338,GF-01339,Resto GrabMantap 1338,Snacks,Tangerang
1339,GF-01340,Resto GrabMantap 1339,Ayam Geprek,Tangerang
1340,GF-01341,Resto GrabMantap 1340,Snacks,Bogor
1341,GF-01342,Resto GrabMantap 1341,Snacks,Medan
1342,GF-01343,Resto GrabMantap 1342,Snacks,Jakarta
1343,GF-01344,Resto GrabMantap 1343,Seafood,Depok
1344,GF-01345,Resto GrabMantap 1344,Snacks,Jakarta
1345,GF-01346,Resto GrabMantap 1345,Seafood,Bandung
1346,GF-01347,Resto GrabMantap 1346,Ayam Geprek,Depok
1347,GF-01348,Resto GrabMantap 1347,Seafood,Bandung
1348,GF-01349,Resto GrabMantap 1348,Snacks,Bogor
1349,GF-01350,Resto GrabMantap 1349,Seafood,Tangerang
1350,GF-01351,Resto GrabMantap 1350,Fast Food,Bekasi
1351,GF-01352,Resto GrabMantap 1351,Beverages,Bogor
1352,GF-01353,Resto GrabMantap 1352,Beverages,Bekasi
1353,GF-01354,Resto GrabMantap 1353,Fast Food,Bali
1354,GF-01355,Resto GrabMantap 1354,Ayam Geprek,Bogor
1355,GF-01356,Resto GrabMantap 1355,Fast Food,Surabaya
1356,GF-01357,Resto GrabMantap 1356,Martabak,Bali
1357,GF-01358,Resto GrabMantap 1357,Fast Food,Surabaya
1358,GF-01359,Resto GrabMantap 1358,Ayam Geprek,Tangerang
1359,GF-01360,Resto GrabMantap 1359,Martabak,Medan
1360,GF-01361,Resto GrabMantap 1360,Ayam Geprek,Makassar
1361,GF-01362,Resto GrabMantap 1361,Seafood,Surabaya
1362,GF-01363,Resto GrabMantap 1362,Snacks,Tangerang
1363,GF-01364,Resto GrabMantap 1363,Fast Food,Makassar
1364,GF-01365,Resto GrabMantap 1364,Snacks,Makassar
1365,GF-01366,Resto GrabMantap 1365,Ayam Geprek,Bali
1366,GF-01367,Resto GrabMantap 1366,Seafood,Makassar
1367,GF-01368,Resto GrabMantap 1367,Fast Food,Tangerang
1368,GF-01369,Resto GrabMantap 1368,Beverages,Bogor
1369,GF-01370,Resto GrabMantap 1369,Martabak,Bali
1370,GF-01371,Resto GrabMantap 1370,Martabak,Tangerang
1371,GF-01372,Resto GrabMantap 1371,Seafood,Bekasi
1372,GF-01373,Resto GrabMantap 1372,Fast Food,Bogor
1373,GF-01374,Resto GrabMantap 1373,Beverages,Bandung
1374,GF-01375,Resto GrabMantap 1374,Ayam Geprek,Medan
1375,GF-01376,Resto GrabMantap 1375,Martabak,Bali
1376,GF-01377,Resto GrabMantap 1376,Seafood,Tangerang
1377,GF-01378,Resto GrabMantap 1377,Fast Food,Bandung
1378,GF-01379,Resto GrabMantap 1378,Beverages,Makassar
1379,GF-01380,Resto GrabMantap 1379,Fast Food,Medan
1380,GF-01381,Resto GrabMantap 1380,Snacks,Jakarta
1381,GF-01382,Resto GrabMantap 1381,Ayam Geprek,Makassar
1382,GF-01383,Resto GrabMantap 1382,Martabak,Jakarta
1383,GF-01384,Resto GrabMantap 1383,Ayam Geprek,Jakarta
1384,GF-01385,Resto GrabMantap 1384,Seafood,Tangerang
1385,GF-01386,Resto GrabMantap 1385,Beverages,Makassar
1386,GF-01387,Resto GrabMantap 1386,Martabak,Bekasi
1387,GF-01388,Resto GrabMantap 1387,Ayam Geprek,Medan
1388,GF-01389,Resto GrabMantap 1388,Snacks,Bekasi
1389,GF-01390,Resto GrabMantap 1389,Fast Food,Makassar
1390,GF-01391,Resto GrabMantap 1390,Snacks,Medan
1391,GF-01392,Resto GrabMantap 1391,Beverages,Bandung
1392,GF-01393,Resto GrabMantap 1392,Seafood,Bali
1393,GF-01394,Resto GrabMantap 1393,Seafood,Bandung
1394,GF-01395,Resto GrabMantap 1394,Martabak,Tangerang
1395,GF-01396,Resto GrabMantap 1395,Seafood,Depok
1396,GF-01397,Resto GrabMantap 1396,Snacks,Makassar
1397,GF-01398,Resto GrabMantap 1397,Seafood,Tangerang
1398,GF-01399,Resto GrabMantap 1398,Fast Food,Tangerang
1399,GF-01400,Resto GrabMantap 1399,Ayam Geprek,Medan
1400,GF-01401,Resto GrabMantap 1400,Seafood,Makassar
1401,GF-01402,Resto GrabMantap 1401,Snacks,Bogor
1402,GF-01403,Resto GrabMantap 1402,Martabak,Bandung
1403,GF-01404,Resto GrabMantap 1403,Martabak,Depok
1404,GF-01405,Resto GrabMantap 1404,Martabak,Medan
1405,GF-01406,Resto GrabMantap 1405,Martabak,Makassar
1406,GF-01407,Resto GrabMantap 1406,Snacks,Bogor
1407,GF-01408,Resto GrabMantap 1407,Beverages,Tangerang
1408,GF-01409,Resto GrabMantap 1408,Martabak,Tangerang
1409,GF-01410,Resto GrabMantap 1409,Snacks,Bogor
1410,GF-01411,Resto GrabMantap 1410,Martabak,Bali
1411,GF-01412,Resto GrabMantap 1411,Ayam Geprek,Bandung
1412,GF-01413,Resto GrabMantap 1412,Martabak,Bali
1413,GF-01414,Resto GrabMantap 1413,Fast Food,Jakarta
1414,GF-01415,Resto GrabMantap 1414,Snacks,Jakarta
1415,GF-01416,Resto GrabMantap 1415,Seafood,Makassar
1416,GF-01417,Resto GrabMantap 1416,Snacks,Depok
1417,GF-01418,Resto GrabMantap 1417,Ayam Geprek,Makassar
1418,GF-01419,Resto GrabMantap 1418,Martabak,Makassar
1419,GF-01420,Resto GrabMantap 1419,Seafood,Bekasi
1420,GF-01421,Resto GrabMantap 1420,Martabak,Makassar
1421,GF-01422,Resto GrabMantap 1421,Snacks,Bogor
1422,GF-01423,Resto GrabMantap 1422,Martabak,Bandung
1423,GF-01424,Resto GrabMantap 1423,Seafood,Makassar
1424,GF-01425,Resto GrabMantap 1424,Fast Food,Bali
1425,GF-01426,Resto GrabMantap 1425,Seafood,Bekasi
1426,GF-01427,Resto GrabMantap 1426,Ayam Geprek,Makassar
1427,GF-01428,Resto GrabMantap 1427,Martabak,Bogor
1428,GF-01429,Resto GrabMantap 1428,Beverages,Medan
1429,GF-01430,Resto GrabMantap 1429,Martabak,Bogor
1430,GF-01431,Resto GrabMantap 1430,Martabak,Medan
1431,GF-01432,Resto GrabMantap 1431,Beverages,Bogor
1432,GF-01433,Resto GrabMantap 1432,Martabak,Medan
1433,GF-01434,Resto GrabMantap 1433,Snacks,Bekasi
1434,GF-01435,Resto GrabMantap 1434,Martabak,Bogor
1435,GF-01436,Resto GrabMantap 1435,Beverages,Makassar
1436,GF-01437,Resto GrabMantap 1436,Fast Food,Medan
1437,GF-01438,Resto GrabMantap 1437,Beverages,Bogor
1438,GF-01439,Resto GrabMantap 1438,Seafood,Depok
1439,GF-01440,Resto GrabMantap 1439,Martabak,Bandung
1440,GF-01441,Resto GrabMantap 1440,Seafood,Bandung
1441,GF-01442,Resto GrabMantap 1441,Martabak,Bogor
1442,GF-01443,Resto GrabMantap 1442,Seafood,Bali
1443,GF-01444,Resto GrabMantap 1443,Beverages,Depok
1444,GF-01445,Resto GrabMantap 1444,Seafood,Medan
1445,GF-01446,Resto GrabMantap 1445,Seafood,Medan
1446,GF-01447,Resto GrabMantap 1446,Martabak,Surabaya
1447,GF-01448,Resto GrabMantap 1447,Martabak,Jakarta
1448,GF-01449,Resto GrabMantap 1448,Snacks,Surabaya
1449,GF-01450,Resto GrabMantap 1449,Martabak,Makassar
1450,GF-01451,Resto GrabMantap 1450,Seafood,Bogor
1451,GF-01452,Resto GrabMantap 1451,Ayam Geprek,Surabaya
1452,GF-01453,Resto GrabMantap 1452,Martabak,Bandung
1453,GF-01454,Resto GrabMantap 1453,Beverages,Jakarta
1454,GF-01455,Resto GrabMantap 1454,Snacks,Bandung
1455,GF-01456,Resto GrabMantap 1455,Beverages,Surabaya
1456,GF-01457,Resto GrabMantap 1456,Seafood,Jakarta
1457,GF-01458,Resto GrabMantap 1457,Snacks,Surabaya
1458,GF-01459,Resto GrabMantap 1458,Ayam Geprek,Surabaya
1459,GF-01460,Resto GrabMantap 1459,Fast Food,Jakarta
1460,GF-01461,Resto GrabMantap 1460,Martabak,Surabaya
1461,GF-01462,Resto GrabMantap 1461,Beverages,Bandung
1462,GF-01463,Resto GrabMantap 1462,Fast Food,Depok
1463,GF-01464,Resto GrabMantap 1463,Fast Food,Depok
1464,GF-01465,Resto GrabMantap 1464,Martabak,Bogor
1465,GF-01466,Resto GrabMantap 1465,Fast Food,Medan
1466,GF-01467,Resto GrabMantap 1466,Seafood,Jakarta
1467,GF-01468,Resto GrabMantap 1467,Fast Food,Medan
1468,GF-01469,Resto GrabMantap 1468,Fast Food,Bogor
1469,GF-01470,Resto GrabMantap 1469,Seafood,Tangerang
1470,GF-01471,Resto GrabMantap 1470,Ayam Geprek,Makassar
1471,GF-01472,Resto GrabMantap 1471,Ayam Geprek,Bogor
1472,GF-01473,Resto GrabMantap 1472,Fast Food,Makassar
1473,GF-01474,Resto GrabMantap 1473,Beverages,Bandung
1474,GF-01475,Resto GrabMantap 1474,Martabak,Depok
1475,GF-01476,Resto GrabMantap 1475,Seafood,Makassar
1476,GF-01477,Resto GrabMantap 1476,Seafood,Bekasi
1477,GF-01478,Resto GrabMantap 1477,Martabak,Surabaya
1478,GF-01479,Resto GrabMantap 1478,Ayam Geprek,Jakarta
1479,GF-01480,Resto GrabMantap 1479,Martabak,Bandung
1480,GF-01481,Resto GrabMantap 1480,Fast Food,Makassar
1481,GF-01482,Resto GrabMantap 1481,Beverages,Bandung
1482,GF-01483,Resto GrabMantap 1482,Fast Food,Bekasi
1483,GF-01484,Resto GrabMantap 1483,Martabak,Tangerang
1484,GF-01485,Resto GrabMantap 1484,Fast Food,Depok
1485,GF-01486,Resto GrabMantap 1485,Fast Food,Bekasi
1486,GF-01487,Resto GrabMantap 1486,Snacks,Bandung
1487,GF-01488,Resto GrabMantap 1487,Snacks,Bekasi
1488,GF-01489,Resto GrabMantap 1488,Beverages,Surabaya
1489,GF-01490,Resto GrabMantap 1489,Seafood,Makassar
1490,GF-01491,Resto GrabMantap 1490,Ayam Geprek,Tangerang
1491,GF-01492,Resto GrabMantap 1491,Beverages,Makassar
1492,GF-01493,Resto GrabMantap 1492,Fast Food,Surabaya
1493,GF-01494,Resto GrabMantap 1493,Fast Food,Bekasi
1494,GF-01495,Resto GrabMantap 1494,Snacks,Bandung
1495,GF-01496,Resto GrabMantap 1495,Martabak,Medan
1496,GF-01497,Resto GrabMantap 1496,Ayam Geprek,Bogor
1497,GF-01498,Resto GrabMantap 1497,Seafood,Tangerang
1498,GF-01499,Resto GrabMantap 1498,Fast Food,Bandung
1499,GF-01500,Resto GrabMantap 1499,Fast Food,Surabaya
1500,GF-01501,Resto GrabMantap 1500,Seafood,Bogor
1501,GF-01502,Resto GrabMantap 1501,Martabak,Bekasi
1502,GF-01503,Resto GrabMantap 1502,Snacks,Bali
1503,GF-01504,Resto GrabMantap 1503,Seafood,Depok
1504,GF-01505,Resto GrabMantap 1504,Martabak,Depok
1505,GF-01506,Resto GrabMantap 1505,Snacks,Tangerang
1506,GF-01507,Resto GrabMantap 1506,Martabak,Bandung
1507,GF-01508,Resto GrabMantap 1507,Seafood,Tangerang
1508,GF-01509,Resto GrabMantap 1508,Martabak,Tangerang
1509,GF-01510,Resto GrabMantap 1509,Snacks,Bogor
1510,GF-01511,Resto GrabMantap 1510,Ayam Geprek,Medan
1511,GF-01512,Resto GrabMantap 1511,Fast Food,Jakarta
1512,GF-01513,Resto GrabMantap 1512,Seafood,Bali
1513,GF-01514,Resto GrabMantap 1513,Snacks,Makassar
1514,GF-01515,Resto GrabMantap 1514,Beverages,Bekasi
1515,GF-01516,Resto GrabMantap 1515,Snacks,Bogor
1516,GF-01517,Resto GrabMantap 1516,Beverages,Bandung
1517,GF-01518,Resto GrabMantap 1517,Beverages,Tangerang
1518,GF-01519,Resto GrabMantap 1518,Ayam Geprek,Bandung
1519,GF-01520,Resto GrabMantap 1519,Martabak,Bogor
1520,GF-01521,Resto GrabMantap 1520,Ayam Geprek,Bandung
1521,GF-01522,Resto GrabMantap 1521,Ayam Geprek,Bandung
1522,GF-01523,Resto GrabMantap 1522,Fast Food,Medan
1523,GF-01524,Resto GrabMantap 1523,Beverages,Bali
1524,GF-01525,Resto GrabMantap 1524,Seafood,Bogor
1525,GF-01526,Resto GrabMantap 1525,Beverages,Bandung
1526,GF-01527,Resto GrabMantap 1526,Snacks,Bekasi
1527,GF-01528,Resto GrabMantap 1527,Snacks,Makassar
1528,GF-01529,Resto GrabMantap 1528,Seafood,Medan
1529,GF-01530,Resto GrabMantap 1529,Beverages,Bekasi
1530,GF-01531,Resto GrabMantap 1530,Seafood,Tangerang
1531,GF-01532,Resto GrabMantap 1531,Seafood,Depok
1532,GF-01533,Resto GrabMantap 1532,Martabak,Makassar
1533,GF-01534,Resto GrabMantap 1533,Beverages,Bekasi
1534,GF-01535,Resto GrabMantap 1534,Fast Food,Makassar
1535,GF-01536,Resto GrabMantap 1535,Martabak,Depok
1536,GF-01537,Resto GrabMantap 1536,Ayam Geprek,Medan
1537,GF-01538,Resto GrabMantap 1537,Snacks,Makassar
1538,GF-01539,Resto GrabMantap 1538,Martabak,Depok
1539,GF-01540,Resto GrabMantap 1539,Beverages,Surabaya
1540,GF-01541,Resto GrabMantap 1540,Ayam Geprek,Surabaya
1541,GF-01542,Resto GrabMantap 1541,Ayam Geprek,Bandung
1542,GF-01543,Resto GrabMantap 1542,Martabak,Tangerang
1543,GF-01544,Resto GrabMantap 1543,Ayam Geprek,Bandung
1544,GF-01545,Resto GrabMantap 1544,Fast Food,Tangerang
1545,GF-01546,Resto GrabMantap 1545,Fast Food,Jakarta
1546,GF-01547,Resto GrabMantap 1546,Seafood,Medan
1547,GF-01548,Resto GrabMantap 1547,Beverages,Bekasi
1548,GF-01549,Resto GrabMantap 1548,Beverages,Medan
1549,GF-01550,Resto GrabMantap 1549,Snacks,Bekasi
1550,GF-01551,Resto GrabMantap 1550,Fast Food,Medan
1551,GF-01552,Resto GrabMantap 1551,Seafood,Bandung
1552,GF-01553,Resto GrabMantap 1552,Seafood,Tangerang
1553,GF-01554,Resto GrabMantap 1553,Ayam Geprek,Medan
1554,GF-01555,Resto GrabMantap 1554,Fast Food,Makassar
1555,GF-01556,Resto GrabMantap 1555,Martabak,Tangerang
1556,GF-01557,Resto GrabMantap 1556,Ayam Geprek,Tangerang
1557,GF-01558,Resto GrabMantap 1557,Ayam Geprek,Makassar
1558,GF-01559,Resto GrabMantap 1558,Beverages,Bogor
1559,GF-01560,Resto GrabMantap 1559,Fast Food,Tangerang
1560,GF-01561,Resto GrabMantap 1560,Snacks,Tangerang
1561,GF-01562,Resto GrabMantap 1561,Snacks,Makassar
1562,GF-01563,Resto GrabMantap 1562,Snacks,Makassar
1563,GF-01564,Resto GrabMantap 1563,Beverages,Depok
1564,GF-01565,Resto GrabMantap 1564,Snacks,Jakarta
1565,GF-01566,Resto GrabMantap 1565,Snacks,Makassar
1566,GF-01567,Resto GrabMantap 1566,Fast Food,Bandung
1567,GF-01568,Resto GrabMantap 1567,Beverages,Bogor
1568,GF-01569,Resto GrabMantap 1568,Martabak,Medan
1569,GF-01570,Resto GrabMantap 1569,Snacks,Bali
1570,GF-01571,Resto GrabMantap 1570,Ayam Geprek,Surabaya
1571,GF-01572,Resto GrabMantap 1571,Seafood,Jakarta
1572,GF-01573,Resto GrabMantap 1572,Ayam Geprek,Bekasi
1573,GF-01574,Resto GrabMantap 1573,Fast Food,Depok
1574,GF-01575,Resto GrabMantap 1574,Martabak,Medan
1575,GF-01576,Resto GrabMantap 1575,Martabak,Bekasi
1576,GF-01577,Resto GrabMantap 1576,Ayam Geprek,Makassar
1577,GF-01578,Resto GrabMantap 1577,Ayam Geprek,Bekasi
1578,GF-01579,Resto GrabMantap 1578,Seafood,Bandung
1579,GF-01580,Resto GrabMantap 1579,Ayam Geprek,Depok
1580,GF-01581,Resto GrabMantap 1580,Fast Food,Depok
1581,GF-01582,Resto GrabMantap 1581,Seafood,Makassar
1582,GF-01583,Resto GrabMantap 1582,Beverages,Surabaya
1583,GF-01584,Resto GrabMantap 1583,Seafood,Tangerang
1584,GF-01585,Resto GrabMantap 1584,Beverages,Surabaya
1585,GF-01586,Resto GrabMantap 1585,Seafood,Bandung
1586,GF-01587,Resto GrabMantap 1586,Martabak,Depok
1587,GF-01588,Resto GrabMantap 1587,Snacks,Medan
1588,GF-01589,Resto GrabMantap 1588,Fast Food,Bandung
1589,GF-01590,Resto GrabMantap 1589,Seafood,Depok
1590,GF-01591,Resto GrabMantap 1590,Ayam Geprek,Surabaya
1591,GF-01592,Resto GrabMantap 1591,Seafood,Bandung
1592,GF-01593,Resto GrabMantap 1592,Seafood,Tangerang
1593,GF-01594,Resto GrabMantap 1593,Ayam Geprek,Depok
1594,GF-01595,Resto GrabMantap 1594,Ayam Geprek,Bandung
1595,GF-01596,Resto GrabMantap 1595,Martabak,Jakarta
1596,GF-01597,Resto GrabMantap 1596,Beverages,Bali
1597,GF-01598,Resto GrabMantap 1597,Beverages,Medan
1598,GF-01599,Resto GrabMantap 1598,Beverages,Bogor
1599,GF-01600,Resto GrabMantap 1599,Beverages,Makassar
1600,GF-01601,Resto GrabMantap 1600,Fast Food,Bekasi
1601,GF-01602,Resto GrabMantap 1601,Beverages,Bekasi
1602,GF-01603,Resto GrabMantap 1602,Fast Food,Depok
1603,GF-01604,Resto GrabMantap 1603,Ayam Geprek,Medan
1604,GF-01605,Resto GrabMantap 1604,Martabak,Makassar
1605,GF-01606,Resto GrabMantap 1605,Ayam Geprek,Bekasi
1606,GF-01607,Resto GrabMantap 1606,Fast Food,Bandung
1607,GF-01608,Resto GrabMantap 1607,Ayam Geprek,Bekasi
1608,GF-01609,Resto GrabMantap 1608,Beverages,Tangerang
1609,GF-01610,Resto GrabMantap 1609,Seafood,Bekasi
1610,GF-01611,Resto GrabMantap 1610,Seafood,Bali
1611,GF-01612,Resto GrabMantap 1611,Fast Food,Medan
1612,GF-01613,Resto GrabMantap 1612,Martabak,Bogor
1613,GF-01614,Resto GrabMantap 1613,Martabak,Tangerang
1614,GF-01615,Resto GrabMantap 1614,Ayam Geprek,Medan
1615,GF-01616,Resto GrabMantap 1615,Martabak,Jakarta
1616,GF-01617,Resto GrabMantap 1616,Ayam Geprek,Depok
1617,GF-01618,Resto GrabMantap 1617,Snacks,Depok
1618,GF-01619,Resto GrabMantap 1618,Beverages,Surabaya
1619,GF-01620,Resto GrabMantap 1619,Fast Food,Tangerang
1620,GF-01621,Resto GrabMantap 1620,Beverages,Depok
1621,GF-01622,Resto GrabMantap 1621,Martabak,Bogor
1622,GF-01623,Resto GrabMantap 1622,Snacks,Bali
1623,GF-01624,Resto GrabMantap 1623,Martabak,Bandung
1624,GF-01625,Resto GrabMantap 1624,Snacks,Bali
1625,GF-01626,Resto GrabMantap 1625,Martabak,Makassar
1626,GF-01627,Resto GrabMantap 1626,Beverages,Bekasi
1627,GF-01628,Resto GrabMantap 1627,Martabak,Bali
1628,GF-01629,Resto GrabMantap 1628,Beverages,Surabaya
1629,GF-01630,Resto GrabMantap 1629,Snacks,Bekasi
1630,GF-01631,Resto GrabMantap 1630,Ayam Geprek,Tangerang
1631,GF-01632,Resto GrabMantap 1631,Ayam Geprek,Bali
1632,GF-01633,Resto GrabMantap 1632,Fast Food,Makassar
1633,GF-01634,Resto GrabMantap 1633,Ayam Geprek,Makassar
1634,GF-01635,Resto GrabMantap 1634,Snacks,Bali
1635,GF-01636,Resto GrabMantap 1635,Fast Food,Medan
1636,GF-01637,Resto GrabMantap 1636,Seafood,Tangerang
1637,GF-01638,Resto GrabMantap 1637,Fast Food,Jakarta
1638,GF-01639,Resto GrabMantap 1638,Beverages,Makassar
1639,GF-01640,Resto GrabMantap 1639,Fast Food,Bogor
1640,GF-01641,Resto GrabMantap 1640,Ayam Geprek,Makassar
1641,GF-01642,Resto GrabMantap 1641,Fast Food,Tangerang
1642,GF-01643,Resto GrabMantap 1642,Martabak,Makassar
1643,GF-01644,Resto GrabMantap 1643,Martabak,Bali
1644,GF-01645,Resto GrabMantap 1644,Seafood,Bandung
1645,GF-01646,Resto GrabMantap 1645,Snacks,Bandung
1646,GF-01647,Resto GrabMantap 1646,Beverages,Bandung
1647,GF-01648,Resto GrabMantap 1647,Seafood,Makassar
1648,GF-01649,Resto GrabMantap 1648,Beverages,Jakarta
1649,GF-01650,Resto GrabMantap 1649,Seafood,Depok
1650,GF-01651,Resto GrabMantap 1650,Ayam Geprek,Makassar
1651,GF-01652,Resto GrabMantap 1651,Ayam Geprek,Tangerang
1652,GF-01653,Resto GrabMantap 1652,Ayam Geprek,Medan
1653,GF-01654,Resto GrabMantap 1653,Martabak,Medan
1654,GF-01655,Resto GrabMantap 1654,Beverages,Bogor
1655,GF-01656,Resto GrabMantap 1655,Ayam Geprek,Makassar
1656,GF-01657,Resto GrabMantap 1656,Beverages,Medan
1657,GF-01658,Resto GrabMantap 1657,Martabak,Bandung
1658,GF-01659,Resto GrabMantap 1658,Beverages,Bandung
1659,GF-01660,Resto GrabMantap 1659,Seafood,Bali
1660,GF-01661,Resto GrabMantap 1660,Beverages,Tangerang
1661,GF-01662,Resto GrabMantap 1661,Ayam Geprek,Tangerang
1662,GF-01663,Resto GrabMantap 1662,Martabak,Jakarta
1663,GF-01664,Resto GrabMantap 1663,Seafood,Tangerang
1664,GF-01665,Resto GrabMantap 1664,Fast Food,Jakarta
1665,GF-01666,Resto GrabMantap 1665,Fast Food,Surabaya
1666,GF-01667,Resto GrabMantap 1666,Seafood,Depok
1667,GF-01668,Resto GrabMantap 1667,Ayam Geprek,Depok
1668,GF-01669,Resto GrabMantap 1668,Fast Food,Tangerang
1669,GF-01670,Resto GrabMantap 1669,Snacks,Bekasi
1670,GF-01671,Resto GrabMantap 1670,Seafood,Bali
1671,GF-01672,Resto GrabMantap 1671,Beverages,Makassar
1672,GF-01673,Resto GrabMantap 1672,Fast Food,Makassar
1673,GF-01674,Resto GrabMantap 1673,Seafood,Medan
1674,GF-01675,Resto GrabMantap 1674,Beverages,Depok
1675,GF-01676,Resto GrabMantap 1675,Beverages,Makassar
1676,GF-01677,Resto GrabMantap 1676,Martabak,Medan
1677,GF-01678,Resto GrabMantap 1677,Fast Food,Depok
1678,GF-01679,Resto GrabMantap 1678,Beverages,Tangerang
1679,GF-01680,Resto GrabMantap 1679,Ayam Geprek,Tangerang
1680,GF-01681,Resto GrabMantap 1680,Ayam Geprek,Jakarta
1681,GF-01682,Resto GrabMantap 1681,Ayam Geprek,Tangerang
1682,GF-01683,Resto GrabMantap 1682,Snacks,Medan
1683,GF-01684,Resto GrabMantap 1683,Fast Food,Bandung
1684,GF-01685,Resto GrabMantap 1684,Martabak,Depok
1685,GF-01686,Resto GrabMantap 1685,Martabak,Medan
1686,GF-01687,Resto GrabMantap 1686,Seafood,Tangerang
1687,GF-01688,Resto GrabMantap 1687,Ayam Geprek,Bekasi
1688,GF-01689,Resto GrabMantap 1688,Ayam Geprek,Bekasi
1689,GF-01690,Resto GrabMantap 1689,Ayam Geprek,Bekasi
1690,GF-01691,Resto GrabMantap 1690,Snacks,Bali
1691,GF-01692,Resto GrabMantap 1691,Ayam Geprek,Bali
1692,GF-01693,Resto GrabMantap 1692,Martabak,Bali
1693,GF-01694,Resto GrabMantap 1693,Fast Food,Surabaya
1694,GF-01695,Resto GrabMantap 1694,Snacks,Bogor
1695,GF-01696,Resto GrabMantap 1695,Seafood,Tangerang
1696,GF-01697,Resto GrabMantap 1696,Seafood,Bogor
1697,GF-01698,Resto GrabMantap 1697,Beverages,Bekasi
1698,GF-01699,Resto GrabMantap 1698,Beverages,Medan
1699,GF-01700,Resto GrabMantap 1699,Snacks,Depok
1700,GF-01701,Resto GrabMantap 1700,Snacks,Medan
1701,GF-01702,Resto GrabMantap 1701,Ayam Geprek,Jakarta
1702,GF-01703,Resto GrabMantap 1702,Beverages,Medan
1703,GF-01704,Resto GrabMantap 1703,Ayam Geprek,Bekasi
1704,GF-01705,Resto GrabMantap 1704,Fast Food,Jakarta
1705,GF-01706,Resto GrabMantap 1705,Fast Food,Medan
1706,GF-01707,Resto GrabMantap 1706,Fast Food,Depok
1707,GF-01708,Resto GrabMantap 1707,Seafood,Tangerang
1708,GF-01709,Resto GrabMantap 1708,Seafood,Medan
1709,GF-01710,Resto GrabMantap 1709,Snacks,Medan
1710,GF-01711,Resto GrabMantap 1710,Snacks,Bali
1711,GF-01712,Resto GrabMantap 1711,Seafood,Bekasi
1712,GF-01713,Resto GrabMantap 1712,Ayam Geprek,Bandung
1713,GF-01714,Resto GrabMantap 1713,Snacks,Tangerang
1714,GF-01715,Resto GrabMantap 1714,Snacks,Makassar
1715,GF-01716,Resto GrabMantap 1715,Martabak,Surabaya
1716,GF-01717,Resto GrabMantap 1716,Beverages,Makassar
1717,GF-01718,Resto GrabMantap 1717,Beverages,Bandung
1718,GF-01719,Resto GrabMantap 1718,Beverages,Bogor
1719,GF-01720,Resto GrabMantap 1719,Fast Food,Makassar
1720,GF-01721,Resto GrabMantap 1720,Seafood,Medan
1721,GF-01722,Resto GrabMantap 1721,Seafood,Depok
1722,GF-01723,Resto GrabMantap 1722,Ayam Geprek,Bogor
1723,GF-01724,Resto GrabMantap 1723,Beverages,Bali
1724,GF-01725,Resto GrabMantap 1724,Seafood,Bekasi
1725,GF-01726,Resto GrabMantap 1725,Snacks,Medan
1726,GF-01727,Resto GrabMantap 1726,Snacks,Bekasi
1727,GF-01728,Resto GrabMantap 1727,Snacks,Medan
1728,GF-01729,Resto GrabMantap 1728,Fast Food,Surabaya
1729,GF-01730,Resto GrabMantap 1729,Beverages,Bandung
1730,GF-01731,Resto GrabMantap 1730,Fast Food,Bandung
1731,GF-01732,Resto GrabMantap 1731,Fast Food,Bogor
1732,GF-01733,Resto GrabMantap 1732,Snacks,Bali
1733,GF-01734,Resto GrabMantap 1733,Beverages,Bali
1734,GF-01735,Resto GrabMantap 1734,Seafood,Medan
1735,GF-01736,Resto GrabMantap 1735,Ayam Geprek,Depok
1736,GF-01737,Resto GrabMantap 1736,Snacks,Medan
1737,GF-01738,Resto GrabMantap 1737,Ayam Geprek,Bali
